"State","Started.on","Completed","Time.taken","Grade.100.00","Q..1..5.00","Q..2..5.00","Q..3..5.00","Q..4..5.00","Q..5..5.00","Q..6..5.00","Q..7..5.00","Q..8..5.00","Q..9..5.00","Q..10..5.00","Q..11..5.00","Q..12..5.00","Q..13..5.00","Q..14..5.00","Q..15..5.00","Q..16..5.00","Q..17..5.00","Q..18..5.00","Q..19..5.00","Q..20..5.00","AnonID"
"Finished","24 August 2017  10:51 AM","24 August 2017  12:18 PM","1 hour 27 mins",56.25,"5.00","0.00","1.25","5.00","-","5.00","0.00","5.00","2.50","-","2.00","5.00","2.50","3.00","0.00","5.00","5.00","5.00","5.00","0.00","3f314a0f"
"Finished","24 August 2017  1:55 PM","24 August 2017  3:16 PM","1 hour 20 mins",86.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","f1555d06"
"Finished","24 August 2017  2:23 PM","24 August 2017  3:33 PM","1 hour 10 mins",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","af949ef4"
"Finished","24 August 2017  4:06 PM","24 August 2017  5:16 PM","1 hour 9 mins",91.25,"0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","e1baea45"
"Finished","24 August 2017  4:19 PM","24 August 2017  5:20 PM","1 hour",97.5,"5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","6b5351db"
"Finished","24 August 2017  4:48 PM","24 August 2017  6:18 PM","1 hour 30 mins",46,"5.00","0.00","5.00","5.00","5.00","-","-","5.00","5.00","-","5.00","-","5.00","1.00","-","-","-","5.00","0.00","-","7951516b"
"Finished","24 August 2017  5:10 PM","24 August 2017  6:30 PM","1 hour 19 mins",56.38,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","2.50","1.88","5.00","5.00","5.00","2.00","0.00","5.00","5.00","0.00","0.00","-","9ac81e29"
"Finished","24 August 2017  8:18 PM","24 August 2017  9:44 PM","1 hour 25 mins",78.75,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00","73291414"
"Finished","24 August 2017  8:40 PM","24 August 2017  10:10 PM","1 hour 30 mins",51.25,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","0.00","5.00","0.00","-","5.00","5.00","0.00","2.50","5.00","5.00","0.00","0.00","0.00","a9208e41"
"Finished","24 August 2017  8:40 PM","24 August 2017  10:10 PM","1 hour 30 mins",58.13,"5.00","5.00","3.75","5.00","0.00","5.00","0.00","5.00","0.00","4.38","5.00","5.00","2.50","0.00","2.50","5.00","5.00","0.00","0.00","0.00","b9d9672e"
"Finished","24 August 2017  8:41 PM","24 August 2017  9:47 PM","1 hour 5 mins",88.75,"5.00","5.00","3.75","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","d8b0e140"
"Finished","25 August 2017  6:13 AM","25 August 2017  7:15 AM","1 hour 1 min",92.5,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","d89f54d5"
"Finished","25 August 2017  7:35 AM","25 August 2017  9:05 AM","1 hour 30 mins",69.5,"5.00","0.00","5.00","5.00","2.50","5.00","0.00","5.00","5.00","-","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","0.00","a6bc88b8"
"Finished","25 August 2017  9:10 AM","25 August 2017  10:33 AM","1 hour 23 mins",70.75,"5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","5.00","2.50","5.00","0.00","5.00","2.00","1.25","5.00","5.00","5.00","5.00","-","3245efe2"
"Finished","25 August 2017  12:24 PM","25 August 2017  1:34 PM","1 hour 9 mins",69.5,"2.50","5.00","5.00","5.00","2.50","-","0.00","5.00","5.00","2.50","5.00","5.00","0.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00","cf4ae4ac"
"Finished","25 August 2017  2:04 PM","25 August 2017  3:33 PM","1 hour 28 mins",77,"5.00","5.00","3.75","0.00","-","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","3.75","5.00","5.00","5.00","5.00","5.00","102dddad"
"Finished","25 August 2017  2:39 PM","25 August 2017  3:36 PM","57 mins 20 secs",90,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","275574a1"
"Finished","25 August 2017  2:56 PM","25 August 2017  4:16 PM","1 hour 20 mins",96.25,"5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","78f174a2"
"Finished","25 August 2017  4:29 PM","25 August 2017  5:59 PM","1 hour 30 mins",64.5,"5.00","5.00","2.50","5.00","2.50","0.00","0.00","5.00","2.50","0.00","5.00","5.00","2.50","2.00","2.50","5.00","5.00","0.00","5.00","5.00","e6353dfa"
"Finished","25 August 2017  5:37 PM","25 August 2017  7:07 PM","1 hour 30 mins",70.75,"5.00","0.00","2.50","5.00","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00","a447da65"
"Finished","25 August 2017  8:48 PM","25 August 2017  10:18 PM","1 hour 30 mins",64.5,"2.50","5.00","3.75","-","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","0.00","5.00","a13fca8f"
"Finished","26 August 2017  2:42 AM","26 August 2017  4:20 AM","1 hour 37 mins",0,"0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","e46cc5c3"
"Finished","26 August 2017  9:56 AM","26 August 2017  11:13 AM","1 hour 16 mins",82.5,"5.00","5.00","3.75","5.00","2.50","5.00","5.00","5.00","5.00","1.25","5.00","5.00","2.50","5.00","2.50","5.00","5.00","0.00","5.00","5.00","b475abfe"
"Finished","26 August 2017  12:01 PM","26 August 2017  12:54 PM","52 mins 39 secs",65.75,"5.00","5.00","3.75","5.00","2.50","5.00","0.00","5.00","5.00","-","2.00","5.00","5.00","-","2.50","5.00","5.00","5.00","0.00","0.00","62510b77"
"Finished","26 August 2017  1:08 PM","26 August 2017  2:34 PM","1 hour 26 mins",56.63,"2.50","0.00","3.75","5.00","-","2.50","0.00","0.00","5.00","1.88","-","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","0.00","5c0bc13c"
"Finished","26 August 2017  1:10 PM","26 August 2017  2:40 PM","1 hour 30 mins",48.38,"5.00","0.00","5.00","5.00","2.50","2.50","0.00","0.00","5.00","1.88","1.00","0.00","2.50","3.00","0.00","5.00","5.00","5.00","0.00","0.00","37d2a0de"
"Finished","26 August 2017  3:47 PM","26 August 2017  5:09 PM","1 hour 22 mins",50.13,"5.00","0.00","3.75","-","-","5.00","0.00","5.00","0.00","3.13","5.00","5.00","5.00","2.00","1.25","5.00","0.00","5.00","0.00","0.00","58084ab7"
"Finished","26 August 2017  3:47 PM","26 August 2017  5:16 PM","1 hour 29 mins",62.25,"5.00","0.00","3.75","5.00","0.00","5.00","5.00","5.00","2.50","0.00","0.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","0.00","0.00","f4d908dd"
"Finished","26 August 2017  5:18 PM","26 August 2017  6:45 PM","1 hour 26 mins",89.38,"5.00","5.00","3.75","5.00","2.50","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00","14bb69b7"
"Finished","26 August 2017  5:28 PM","26 August 2017  6:49 PM","1 hour 20 mins",59.5,"5.00","0.00","5.00","5.00","2.50","5.00","0.00","0.00","2.50","2.50","2.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00","67b09275"
"Finished","26 August 2017  9:20 PM","26 August 2017  10:41 PM","1 hour 21 mins",67.5,"0.00","0.00","5.00","5.00","-","0.00","0.00","5.00","5.00","-","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","a1857be6"
"Finished","26 August 2017  9:27 PM","26 August 2017  10:55 PM","1 hour 28 mins",59.5,"0.00","5.00","3.75","5.00","2.50","5.00","0.00","5.00","5.00","0.00","-","5.00","5.00","2.00","1.25","5.00","5.00","5.00","-","-","c27c9ac"
"Finished","26 August 2017  9:59 PM","26 August 2017  11:24 PM","1 hour 25 mins",83.38,"5.00","5.00","3.75","5.00","2.50","5.00","5.00","5.00","5.00","3.13","2.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00","a8eed1e"
"Finished","27 August 2017  12:21 AM","27 August 2017  1:32 AM","1 hour 10 mins",75.5,"2.50","5.00","2.50","5.00","2.50","5.00","5.00","5.00","5.00","-","2.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","-","6b71f04c"
"Finished","27 August 2017  9:27 AM","27 August 2017  10:54 AM","1 hour 27 mins",91.25,"5.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","faf86a8b"
"Finished","27 August 2017  11:39 AM","27 August 2017  1:02 PM","1 hour 22 mins",58.38,"5.00","5.00","5.00","0.00","2.50","0.00","0.00","0.00","2.50","1.88","2.00","5.00","2.50","2.00","5.00","5.00","5.00","5.00","0.00","5.00","ff7414a"
"Finished","27 August 2017  12:34 PM","27 August 2017  1:32 PM","58 mins 23 secs",46.88,"5.00","5.00","5.00","0.00","2.50","0.00","0.00","5.00","0.00","1.88","5.00","2.50","-","-","-","5.00","5.00","0.00","0.00","5.00","cdad70c4"
"Finished","27 August 2017  12:55 PM","27 August 2017  2:25 PM","1 hour 30 mins",53,"2.50","5.00","5.00","0.00","2.50","0.00","5.00","5.00","5.00","-","2.00","5.00","5.00","1.00","5.00","0.00","5.00","-","-","-","e5561de9"
"Finished","27 August 2017  1:03 PM","27 August 2017  2:29 PM","1 hour 26 mins",85,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","52e50b34"
"Finished","27 August 2017  1:07 PM","27 August 2017  2:33 PM","1 hour 26 mins",95,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","34436b73"
"Finished","27 August 2017  1:43 PM","27 August 2017  3:13 PM","1 hour 29 mins",62,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","2.00","0.00","-","-","5.00","5.00","5.00","-","-","-","2444a45"
"Finished","27 August 2017  2:44 PM","27 August 2017  4:08 PM","1 hour 24 mins",87.5,"5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","64f25ace"
"Finished","27 August 2017  3:21 PM","27 August 2017  4:44 PM","1 hour 22 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","82d152f1"
"Finished","27 August 2017  3:47 PM","27 August 2017  5:09 PM","1 hour 22 mins",92.63,"5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","404d1cde"
"Finished","27 August 2017  4:06 PM","27 August 2017  5:04 PM","57 mins 55 secs",90,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","b4ef237c"
"Finished","27 August 2017  4:41 PM","27 August 2017  5:37 PM","55 mins 40 secs",57,"5.00","5.00","2.50","5.00","2.50","0.00","0.00","5.00","5.00","-","5.00","5.00","0.00","2.00","0.00","5.00","5.00","5.00","0.00","0.00","a91d6e3f"
"Finished","27 August 2017  4:52 PM","27 August 2017  6:15 PM","1 hour 23 mins",95,"5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","47f7405e"
"Finished","27 August 2017  7:24 PM","27 August 2017  8:53 PM","1 hour 29 mins",89.38,"5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","901c0f11"
"Finished","27 August 2017  10:42 PM","27 August 2017  11:57 PM","1 hour 14 mins",78.75,"5.00","5.00","2.50","5.00","0.00","0.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","ee9d2f08"
"Finished","28 August 2017  5:03 AM","28 August 2017  5:49 AM","45 mins 25 secs",87.13,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","e4aba542"
"Finished","28 August 2017  10:40 AM","28 August 2017  12:02 PM","1 hour 21 mins",91.25,"5.00","5.00","3.75","5.00","2.50","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","a912d92c"
"Finished","28 August 2017  10:40 AM","28 August 2017  11:49 AM","1 hour 8 mins",81.25,"5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","0.00","5.00","e4c32bec"
"Finished","28 August 2017  11:43 AM","28 August 2017  1:20 PM","1 hour 36 mins",13.75,"5.00","-","1.25","5.00","2.50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","972fe4b9"
"Finished","28 August 2017  12:06 PM","28 August 2017  1:25 PM","1 hour 19 mins",83.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.88","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","5.00","f60c264a"
"Finished","28 August 2017  12:37 PM","28 August 2017  2:06 PM","1 hour 29 mins",86.5,"5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","39690406"
"Finished","28 August 2017  12:50 PM","28 August 2017  1:46 PM","56 mins 2 secs",77.63,"2.50","5.00","5.00","0.00","2.50","5.00","5.00","5.00","5.00","0.63","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","7af62bfe"
