"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","2eedd42"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08058","Calculus and its Applications","2eedd42"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08059","Proofs and Problem Solving","2eedd42"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","2eedd42"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","2eedd42"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08066","Probability","2eedd42"
"F","Romania","Romania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08068","Facets of Mathematics","2eedd42"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,1,"MATH08074","Engineering Mathematics 1a","948695b3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,1,"MATH08075","Engineering Mathematics 1b","948695b3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",2,2,"MATH08057","Introduction to Linear Algebra","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",2,2,"MATH08058","Calculus and its Applications","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",2,2,"MATH08059","Proofs and Problem Solving","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",2,2,"MATH08064","Fundamentals of Pure Mathematics","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics and Physics",2,2,"MATH08067","Probability with Applications","881ee21e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","2b82d62c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","2b82d62c"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Medicinal and Biological Chemistry with a Year Abroad",2,2,"MATH08072","Mathematics for the Natural Sciences 1a","c2136ac3"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Medicinal and Biological Chemistry with a Year Abroad",2,2,"MATH08073","Mathematics for the Natural Sciences 1b","c2136ac3"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",1,1,"MATH08074","Engineering Mathematics 1a","bdaebc10"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",1,1,"MATH08075","Engineering Mathematics 1b","bdaebc10"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics",2,2,"MATH08074","Engineering Mathematics 1a","5a150882"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics",2,2,"MATH08075","Engineering Mathematics 1b","5a150882"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08051","Statistics (Year 2)","3bf577c8"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","3bf577c8"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08058","Calculus and its Applications","3bf577c8"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08059","Proofs and Problem Solving","3bf577c8"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","3bf577c8"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","3bf577c8"
"M","Trinidad and Tobago","United States","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Mathematics",2,2,"MATH08066","Probability","3bf577c8"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","e9931f81"
"M","Bulgaria","Bulgaria","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","e9931f81"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",2,1,"MATH08074","Engineering Mathematics 1a","4e6987cf"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",2,1,"MATH08075","Engineering Mathematics 1b","4e6987cf"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",2,2,"MATH08058","Calculus and its Applications","c3867f37"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08057","Introduction to Linear Algebra","a3dab591"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08058","Calculus and its Applications","a3dab591"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08067","Probability with Applications","a3dab591"
"F","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","bc9a4c66"
"F","Malaysia","Malaysia","OVERSEAS","Overseas/International fee rate","Chemical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","bc9a4c66"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry",2,2,"MATH08072","Mathematics for the Natural Sciences 1a","f8830e23"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemistry",2,2,"MATH08073","Mathematics for the Natural Sciences 1b","f8830e23"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH08062","Accelerated Algebra and Calculus for Direct Entry","e1ae7cee"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH08064","Fundamentals of Pure Mathematics","e1ae7cee"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH08066","Probability","e1ae7cee"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH08071","Accelerated Proofs and Problem Solving","e1ae7cee"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH10066","Honours Differential Equations","e1ae7cee"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH10067","Honours Complex Variables","e1ae7cee"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",2,3,"MATH10074","Geometry","e1ae7cee"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",2,2,"MATH08058","Calculus and its Applications","1dacba90"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",2,2,"MATH08074","Engineering Mathematics 1a","698cff7b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",2,2,"MATH08075","Engineering Mathematics 1b","698cff7b"
"F","England","United Kingdom","SEU","EU/EEA fee rate","Chemistry",2,2,"MATH08072","Mathematics for the Natural Sciences 1a","f0214a2b"
"F","England","United Kingdom","SEU","EU/EEA fee rate","Chemistry",2,2,"MATH08073","Mathematics for the Natural Sciences 1b","f0214a2b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08057","Introduction to Linear Algebra","f03628d6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08058","Calculus and its Applications","f03628d6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08067","Probability with Applications","f03628d6"
"F","Japan","Japan","OVERSEAS","Overseas/International fee rate","Economics with Management Science",2,2,"MATH08057","Introduction to Linear Algebra","ee38c17f"
"F","Japan","Japan","OVERSEAS","Overseas/International fee rate","Economics with Management Science",2,2,"MATH08058","Calculus and its Applications","ee38c17f"
"F","Japan","Japan","OVERSEAS","Overseas/International fee rate","Economics with Management Science",2,2,"MATH08063","Several Variable Calculus and Differential Equations","ee38c17f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","4c31e0b9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","4c31e0b9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","ce252705"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","ce252705"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Physics",2,2,"MATH08058","Calculus and its Applications","9ffc5fe1"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",2,2,"MATH08074","Engineering Mathematics 1a","83fc001"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",2,2,"MATH08075","Engineering Mathematics 1b","83fc001"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",1,1,"MATH08072","Mathematics for the Natural Sciences 1a","778216d2"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry",1,1,"MATH08073","Mathematics for the Natural Sciences 1b","778216d2"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH08062","Accelerated Algebra and Calculus for Direct Entry","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH08063","Several Variable Calculus and Differential Equations","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH08064","Fundamentals of Pure Mathematics","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH08065","Computing and Numerics","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH08067","Probability with Applications","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH08071","Accelerated Proofs and Problem Solving","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH09022","Statistics (Yr 3)","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH10003","Financial Mathematics","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH10066","Honours Differential Equations","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH10067","Honours Complex Variables","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH10068","Honours Analysis","4610c66d"
"F","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mathematics",2,3,"MATH10069","Honours Algebra","4610c66d"
"M","Zimbabwe","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","3bc92b08"
"M","Zimbabwe","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","3bc92b08"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08057","Introduction to Linear Algebra","5ff34dd2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08058","Calculus and its Applications","5ff34dd2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,2,"MATH08067","Probability with Applications","5ff34dd2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","9ee10f8f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","9ee10f8f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08051","Statistics (Year 2)","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08058","Calculus and its Applications","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08059","Proofs and Problem Solving","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08065","Computing and Numerics","49bcd9a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science and Mathematics",2,2,"MATH08066","Probability","49bcd9a"
"F","Russia","Russia [Russian Federation]","OVERSEAS","Overseas/International fee rate","Economics",2,1,"MATH08058","Calculus and its Applications","f775565d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Computer Science",2,2,"MATH08066","Probability","29916a88"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Computer Science",2,2,"MATH08074","Engineering Mathematics 1a","29916a88"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Computer Science",2,2,"MATH08075","Engineering Mathematics 1b","29916a88"
"F","Scotland","Germany","SEU","Scotland fee rate","Mathematics",2,1,"MATH08057","Introduction to Linear Algebra","c8a00c4a"
"F","Scotland","Germany","SEU","Scotland fee rate","Mathematics",2,1,"MATH08058","Calculus and its Applications","c8a00c4a"
"F","Scotland","Germany","SEU","Scotland fee rate","Mathematics",2,1,"MATH08059","Proofs and Problem Solving","c8a00c4a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",2,2,"MATH08074","Engineering Mathematics 1a","b8e6e5dd"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Civil Engineering",2,2,"MATH08075","Engineering Mathematics 1b","b8e6e5dd"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","English Literature",2,2,"MATH08059","Proofs and Problem Solving","3af22261"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,1,"MATH08057","Introduction to Linear Algebra","d75672c2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Computer Science",2,1,"MATH08058","Calculus and its Applications","d75672c2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics",2,2,"MATH08057","Introduction to Linear Algebra","ecf2e654"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics",2,2,"MATH08058","Calculus and its Applications","ecf2e654"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","ecf2e654"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Economics",2,2,"MATH08067","Probability with Applications","ecf2e654"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08051","Statistics (Year 2)","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08058","Calculus and its Applications","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08059","Proofs and Problem Solving","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08065","Computing and Numerics","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08066","Probability","1ea0c87f"
"F","Lithuania","Lithuania","SEU","EU/EEA fee rate","Computer Science and Mathematics",2,2,"MATH08068","Facets of Mathematics","1ea0c87f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","73d58154"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","73d58154"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Renewable Energy",2,2,"MATH08074","Engineering Mathematics 1a","fd7dd091"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Renewable Energy",2,2,"MATH08075","Engineering Mathematics 1b","fd7dd091"
"M","Belgium","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","b8cf45c5"
"M","Belgium","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","b8cf45c5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,1,"MATH08074","Engineering Mathematics 1a","ba0a9bf1"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",2,1,"MATH08075","Engineering Mathematics 1b","ba0a9bf1"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08051","Statistics (Year 2)","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08058","Calculus and its Applications","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08059","Proofs and Problem Solving","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08065","Computing and Numerics","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08066","Probability","c6ce26fa"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",2,2,"MATH08068","Facets of Mathematics","c6ce26fa"
"M","Ireland","Ireland","SEU","EU/EEA fee rate","Computer Science",2,2,"MATH08057","Introduction to Linear Algebra","6209f7a1"
"M","Ireland","Ireland","SEU","EU/EEA fee rate","Computer Science",2,2,"MATH08058","Calculus and its Applications","6209f7a1"
"M","Ireland","Ireland","SEU","EU/EEA fee rate","Computer Science",2,2,"MATH08067","Probability with Applications","6209f7a1"
"M","Scotland","Portugal (includes Madeira, Azores)","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","40f86ff7"
"M","Scotland","Portugal (includes Madeira, Azores)","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","40f86ff7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","9d725a07"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","9d725a07"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Applied Sport Science",2,2,"MATH08058","Calculus and its Applications","cbb4e547"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Applied Sport Science",2,2,"MATH08059","Proofs and Problem Solving","cbb4e547"
"M","China","China","OVERSEAS","Overseas/International fee rate","Civil Engineering",2,2,"MATH08074","Engineering Mathematics 1a","449ec38b"
"M","China","China","OVERSEAS","Overseas/International fee rate","Civil Engineering",2,2,"MATH08075","Engineering Mathematics 1b","449ec38b"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Biological Sciences",2,2,"MATH08059","Proofs and Problem Solving","a93a9328"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08051","Statistics (Year 2)","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08058","Calculus and its Applications","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08059","Proofs and Problem Solving","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08065","Computing and Numerics","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08066","Probability","b283e1c4"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",2,2,"MATH08068","Facets of Mathematics","b283e1c4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Medicinal and Biological Chemistry",2,2,"MATH08072","Mathematics for the Natural Sciences 1a","f427c6f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Medicinal and Biological Chemistry",2,2,"MATH08073","Mathematics for the Natural Sciences 1b","f427c6f"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Structural Engineering with Architecture",2,2,"MATH08074","Engineering Mathematics 1a","112943a"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Structural Engineering with Architecture",2,2,"MATH08075","Engineering Mathematics 1b","112943a"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with Materials Chemistry and Industrial Experience",2,2,"MATH08073","Mathematics for the Natural Sciences 1b","21905527"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08051","Statistics (Year 2)","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08057","Introduction to Linear Algebra","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08058","Calculus and its Applications","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08059","Proofs and Problem Solving","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08063","Several Variable Calculus and Differential Equations","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08064","Fundamentals of Pure Mathematics","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08065","Computing and Numerics","c0a133e5"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Economics and Mathematics",2,2,"MATH08066","Probability","c0a133e5"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","229140f2"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","229140f2"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","ef1634ce"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Electrical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","ef1634ce"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","1cf8af09"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","1cf8af09"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",2,2,"MATH08074","Engineering Mathematics 1a","274b5962"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",2,2,"MATH08075","Engineering Mathematics 1b","274b5962"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","857cba41"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","857cba41"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","4979b974"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","4979b974"
"F","Finland","Finland","SEU","EU/EEA fee rate","Medicinal and Biological Chemistry with Industrial Experience",2,2,"MATH08072","Mathematics for the Natural Sciences 1a","94e4ee79"
"F","Finland","Finland","SEU","EU/EEA fee rate","Medicinal and Biological Chemistry with Industrial Experience",2,2,"MATH08073","Mathematics for the Natural Sciences 1b","94e4ee79"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics",2,2,"MATH08074","Engineering Mathematics 1a","854278a4"
"M","China","China","OVERSEAS","Overseas/International fee rate","Electronics",2,2,"MATH08075","Engineering Mathematics 1b","854278a4"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08074","Engineering Mathematics 1a","78fc0b36"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",2,2,"MATH08075","Engineering Mathematics 1b","78fc0b36"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",1,1,"MATH08072","Mathematics for the Natural Sciences 1a","28ca688"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",1,1,"MATH08073","Mathematics for the Natural Sciences 1b","28ca688"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"MATH08057","Introduction to Linear Algebra","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"MATH08058","Calculus and its Applications","72ca4f1f"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",1,1,"MATH08059","Proofs and Problem Solving","72ca4f1f"
