"State","Started.on","Completed","Time.taken","Grade.100.00","Q..1..5.00","Q..2..5.00","Q..3..5.00","Q..4..5.00","Q..5..5.00","Q..6..5.00","Q..7..5.00","Q..8..5.00","Q..9..5.00","Q..10..5.00","Q..11..5.00","Q..12..5.00","Q..13..5.00","Q..14..5.00","Q..15..5.00","Q..16..5.00","Q..17..5.00","Q..18..5.00","Q..19..5.00","Q..20..5.00","AnonID"
"Finished","15 January 2019  11:04 AM","15 January 2019  12:23 PM","1 hour 18 mins",71.5,"0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","0.00","c82f3412"
"Finished","15 January 2019  11:10 AM","15 January 2019  12:31 PM","1 hour 20 mins",85,"5.00","5.00","5.00","-","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00","bafd13c7"
"Finished","15 January 2019  11:24 AM","15 January 2019  12:02 PM","37 mins 47 secs",74.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","0.00","2.50","2.50","5.00","5.00","5.00","2.00","2.50","5.00","5.00","0.00","5.00","5.00","7cff82b3"
"Finished","15 January 2019  12:11 PM","15 January 2019  1:32 PM","1 hour 21 mins",86,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2882c477"
"Finished","15 January 2019  12:22 PM","15 January 2019  1:52 PM","1 hour 30 mins",53.5,"5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","2.50","0.00","-","0.00","5.00","1.00","5.00","5.00","5.00","0.00","-","-","30d3c8d8"
"Finished","15 January 2019  12:31 PM","15 January 2019  2:00 PM","1 hour 29 mins",59.5,"5.00","5.00","-","5.00","-","5.00","5.00","5.00","2.50","0.00","-","5.00","5.00","2.00","5.00","5.00","5.00","-","-","-","ed9a8ef2"
"Finished","15 January 2019  12:40 PM","15 January 2019  1:48 PM","1 hour 7 mins",93.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","d5c0a0c4"
"Finished","15 January 2019  1:01 PM","15 January 2019  2:18 PM","1 hour 17 mins",56,"5.00","0.00","1.25","5.00","0.00","5.00","0.00","5.00","2.50","1.25","5.00","4.00","0.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00","c0ea245a"
"Finished","15 January 2019  1:16 PM","15 January 2019  2:17 PM","1 hour",87,"5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","22a2a92f"
"Finished","15 January 2019  1:47 PM","15 January 2019  2:35 PM","48 mins 29 secs",89.5,"5.00","5.00","2.50","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","8e8ca9a2"
"Finished","15 January 2019  2:01 PM","15 January 2019  3:31 PM","1 hour 30 mins",78.25,"0.00","5.00","5.00","5.00","2.00","5.00","-","0.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","4f5837c0"
"Finished","15 January 2019  2:21 PM","15 January 2019  3:43 PM","1 hour 21 mins",89.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","a017a8e0"
"Finished","15 January 2019  2:28 PM","15 January 2019  3:22 PM","54 mins 14 secs",69,"5.00","0.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","5.00","7e94e384"
"Finished","15 January 2019  2:38 PM","15 January 2019  3:22 PM","44 mins 47 secs",71.38,"5.00","5.00","5.00","5.00","-","5.00","0.00","0.00","5.00","4.38","5.00","5.00","-","2.00","5.00","5.00","5.00","5.00","5.00","-","a3811c81"
"Finished","15 January 2019  3:01 PM","15 January 2019  4:20 PM","1 hour 18 mins",87,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","8bdc861f"
"Finished","15 January 2019  3:11 PM","15 January 2019  4:18 PM","1 hour 6 mins",74,"5.00","0.00","5.00","5.00","5.00","5.00","-","5.00","5.00","0.00","2.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00","fedf9f1c"
"Finished","15 January 2019  3:38 PM","15 January 2019  4:45 PM","1 hour 6 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5ea58a6c"
"Finished","15 January 2019  3:46 PM","15 January 2019  5:12 PM","1 hour 26 mins",90.75,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","92da277d"
"Finished","15 January 2019  3:47 PM","15 January 2019  4:55 PM","1 hour 8 mins",85.75,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","2.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","0.00","9fe42b9f"
"Finished","15 January 2019  4:23 PM","15 January 2019  5:53 PM","1 hour 30 mins",80.13,"0.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","f97839f8"
"Finished","15 January 2019  4:43 PM","15 January 2019  5:28 PM","45 mins 24 secs",82,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","caa623c5"
"Finished","15 January 2019  5:27 PM","15 January 2019  5:49 PM","22 mins 15 secs",94,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","7395913d"
"Finished","15 January 2019  5:32 PM","15 January 2019  5:56 PM","24 mins 14 secs",13.75,"5.00","5.00","3.75","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","e8c2a7f3"
"Finished","15 January 2019  5:43 PM","15 January 2019  6:13 PM","30 mins 6 secs",52,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","0.00","2.50","3.75","5.00","5.00","0.00","0.00","3.75","5.00","5.00","0.00","-","-","a39b574a"
"Finished","15 January 2019  6:09 PM","15 January 2019  6:54 PM","45 mins 19 secs",93.5,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","24996e5e"
"Finished","15 January 2019  6:28 PM","15 January 2019  7:33 PM","1 hour 5 mins",85.75,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00","eca4a811"
"Finished","15 January 2019  6:45 PM","15 January 2019  7:31 PM","45 mins 53 secs",75.25,"5.00","5.00","3.75","0.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","2.50","5.00","5.00","0.00","5.00","5.00","65ec9105"
"Finished","15 January 2019  6:48 PM","15 January 2019  8:09 PM","1 hour 21 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","17186fb8"
"Finished","15 January 2019  7:30 PM","15 January 2019  8:34 PM","1 hour 4 mins",75.75,"5.00","5.00","5.00","0.00","0.00","5.00","-","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00","583c90a4"
"Finished","15 January 2019  8:13 PM","15 January 2019  9:24 PM","1 hour 11 mins",92,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00","37b5ee3e"
"Finished","15 January 2019  8:13 PM","15 January 2019  9:26 PM","1 hour 12 mins",97,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","e6f4a758"
"Finished","15 January 2019  8:17 PM","15 January 2019  9:47 PM","1 hour 29 mins",41.5,"5.00","0.00","2.50","5.00","-","-","0.00","5.00","2.50","-","-","-","2.00","2.00","2.50","5.00","5.00","0.00","-","5.00","20176257"
"Finished","15 January 2019  8:27 PM","15 January 2019  9:24 PM","57 mins 4 secs",85,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00","e0d4b4ad"
"Finished","15 January 2019  8:50 PM","15 January 2019  10:12 PM","1 hour 21 mins",95,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","fb953509"
"Finished","15 January 2019  9:11 PM","15 January 2019  10:08 PM","57 mins 2 secs",69,"5.00","5.00","2.50","5.00","2.00","2.50","5.00","5.00","0.00","0.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00","7a6d850d"
"Finished","15 January 2019  9:24 PM","15 January 2019  10:34 PM","1 hour 9 mins",64.5,"5.00","0.00","5.00","5.00","0.00","2.50","0.00","0.00","2.50","2.50","2.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","59e943f4"
"Finished","15 January 2019  9:42 PM","15 January 2019  11:03 PM","1 hour 21 mins",84.13,"5.00","5.00","3.75","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","4.00","5.00","5.00","5.00","0.00","5.00","0.00","68e497dd"
"Finished","15 January 2019  10:04 PM","15 January 2019  10:40 PM","36 mins 28 secs",84.5,"5.00","5.00","3.75","5.00","2.00","5.00","-","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","81dcebfd"
"Finished","15 January 2019  11:45 PM","16 January 2019  1:12 AM","1 hour 27 mins",75.75,"5.00","5.00","5.00","0.00","0.00","5.00","5.00","5.00","5.00","3.75","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","0.00","2fb604bf"
"Finished","16 January 2019  1:29 AM","16 January 2019  2:27 AM","58 mins 32 secs",64.88,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","1.88","2.00","5.00","5.00","1.00","0.00","5.00","5.00","0.00","0.00","5.00","708dedb8"
"Finished","16 January 2019  8:11 AM","16 January 2019  8:57 AM","46 mins 19 secs",32.5,"5.00","5.00","5.00","5.00","0.00","5.00","-","5.00","2.50","-","-","-","-","-","-","-","-","-","-","0.00","2b5ba23f"
"Finished","16 January 2019  9:22 AM","16 January 2019  10:49 AM","1 hour 27 mins",86.25,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","aa2c286d"
"Finished","16 January 2019  10:01 AM","16 January 2019  11:24 AM","1 hour 23 mins",88.75,"5.00","5.00","3.75","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","63c0b4e6"
"Finished","16 January 2019  10:08 AM","16 January 2019  11:40 AM","1 hour 31 mins",13.13,"5.00","0.00","1.25","0.00","-","5.00","-","0.00","0.00","1.88","-","-","-","-","-","-","-","-","-","-","d126ec00"
"Finished","16 January 2019  11:54 AM","16 January 2019  12:38 PM","43 mins 46 secs",69.5,"0.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","2.50","5.00","5.00","2.00","-","5.00","5.00","5.00","5.00","5.00","-","e2998c9d"
"Finished","16 January 2019  12:11 PM","16 January 2019  12:50 PM","38 mins 36 secs",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","aa1fae43"
"Finished","16 January 2019  12:18 PM","16 January 2019  12:51 PM","33 mins 9 secs",80.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","b10754d0"
"Finished","16 January 2019  12:35 PM","16 January 2019  1:00 PM","24 mins 18 secs",78.25,"5.00","5.00","5.00","5.00","-","5.00","-","5.00","2.50","3.75","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","482087d5"
"Finished","16 January 2019  1:20 PM","16 January 2019  2:49 PM","1 hour 29 mins",95.75,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5a1048fb"
"Finished","16 January 2019  1:21 PM","16 January 2019  2:28 PM","1 hour 7 mins",82.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","3.75","5.00","4.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","04320f5b"
"Finished","16 January 2019  1:27 PM","16 January 2019  2:31 PM","1 hour 4 mins",90,"5.00","0.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0bbc8ab6"
"Finished","16 January 2019  1:48 PM","16 January 2019  2:29 PM","40 mins 15 secs",92.75,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5e37ca31"
