"Course.Year","Course.Code","Course.Name","Assessment.Attempt.Number","Assessment.Mark","Assessment.Grade","grade","AnonID"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,42,"D","3rd","c44847fc"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,56,"C","2.2","47e035ac"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,49,"D","3rd","47e035ac"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,81,"A2","1st","2c216c32"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,70,"A3","1st","2c216c32"
"2013/4","MATH08057","Introduction to Linear Algebra",1,47,"D","3rd","1db3bc8d"
"2013/4","MATH08058","Calculus and its Applications",1,49,"D","3rd","1db3bc8d"
"2014/5","MATH08067","Probability with Applications",1,52,"C","2.2","1db3bc8d"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,62,"B","2.1","dfcff7f5"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,41,"FF","FF","dfcff7f5"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,44,"D","3rd","dfcff7f5"
"2013/4","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,80,"A2","1st","ed0f464"
"2013/4","MATH08063","Several Variable Calculus and Differential Equations",1,92,"A1","1st","ed0f464"
"2013/4","MATH08064","Fundamentals of Pure Mathematics",1,79,"A3","1st","ed0f464"
"2013/4","MATH08066","Probability",1,79,"A3","1st","ed0f464"
"2013/4","MATH08071","Accelerated Proofs and Problem Solving",1,95,"A1","1st","ed0f464"
"2013/4","PHYS08035","Mathematics for Physics 1",1,71,"A3","1st","80024589"
"2013/4","PHYS08036","Mathematics for Physics 2",1,63,"B","2.1","80024589"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,71,"A3","1st","3b490a72"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,50,"C","2.2","3b490a72"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,86,"A2","1st","66a4a175"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,79,"A3","1st","66a4a175"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,90,"A1","1st","747b5c70"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,78,"A3","1st","747b5c70"
"2013/4","MATH08057","Introduction to Linear Algebra",1,50,"C","2.2","f4bd2705"
"2013/4","MATH08058","Calculus and its Applications",1,49,"D","3rd","f4bd2705"
"2014/5","MATH08067","Probability with Applications",1,37,"E","Fail","f4bd2705"
"2014/5","MATH08067","Probability with Applications",2,37,"E","Fail","f4bd2705"
"2015/6","MATH08067","Probability with Applications",1,43,"D","3rd","f4bd2705"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,58,"C","2.2","e2131481"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,45,"D","3rd","e2131481"
"2013/4","MATH08057","Introduction to Linear Algebra",1,48,"D","3rd","8121d702"
"2013/4","MATH08058","Calculus and its Applications",1,50,"C","2.2","8121d702"
"2014/5","MATH08051","Statistics (Year 2)",1,54,"C","2.2","8121d702"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,73,"A3","1st","8121d702"
"2014/5","MATH08066","Probability",1,55,"C","2.2","8121d702"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,66,"B","2.1","7f9eb145"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,59,"C","2.2","7f9eb145"
"2013/4","MATH08069","Mathematics for Science and Engineering 2a",1,95,"A1","1st","5046aa9e"
"2013/4","MATH08070","Mathematics for Science and Engineering 2b",1,92,"A1","1st","5046aa9e"
"2013/4","MATH08057","Introduction to Linear Algebra",1,59,"C","2.2","5f83573f"
"2013/4","MATH08058","Calculus and its Applications",1,74,"A3","1st","5f83573f"
"2014/5","MATH08067","Probability with Applications",1,69,"B","2.1","5f83573f"
"2013/4","MATH08057","Introduction to Linear Algebra",1,41,"D","3rd","4d5caa3a"
"2013/4","MATH08058","Calculus and its Applications",1,47,"D","3rd","4d5caa3a"
"2013/4","MATH08059","Proofs and Problem Solving",1,58,"C","2.2","4d5caa3a"
"2014/5","MATH08051","Statistics (Year 2)",1,25,"F","Fail","4d5caa3a"
"2014/5","MATH08051","Statistics (Year 2)",2,24,"F","Fail","4d5caa3a"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,54,"C","2.2","4d5caa3a"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,31,"E","Fail","4d5caa3a"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",2,44,"D","3rd","4d5caa3a"
"2014/5","MATH08066","Probability",1,39,"E","Fail","4d5caa3a"
"2014/5","MATH08066","Probability",2,63,"B","2.1","4d5caa3a"
"2015/6","MATH08051","Statistics (Year 2)",1,50,"C","2.2","4d5caa3a"
"2013/4","PHYS08035","Mathematics for Physics 1",1,96,"A1","1st","9de87eba"
"2013/4","PHYS08036","Mathematics for Physics 2",1,86,"A2","1st","9de87eba"
"2013/4","MATH08057","Introduction to Linear Algebra",1,48,"D","3rd","1d396732"
"2013/4","MATH08058","Calculus and its Applications",1,31,"E","Fail","1d396732"
"2013/4","MATH08058","Calculus and its Applications",2,46,"D","3rd","1d396732"
"2013/4","MATH08059","Proofs and Problem Solving",1,53,"C","2.2","1d396732"
"2014/5","MATH08051","Statistics (Year 2)",1,46,"D","3rd","1d396732"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,47,"D","3rd","1d396732"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,43,"FF","FF","1d396732"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",2,51,"C","2.2","1d396732"
"2014/5","MATH08065","Computing and Numerics",1,83,"A2","1st","1d396732"
"2014/5","MATH08066","Probability",1,26,"F","Fail","1d396732"
"2014/5","MATH08066","Probability",2,42,"FF","FF","1d396732"
"2014/5","MATH08068","Facets of Mathematics",1,60,"B","2.1","1d396732"
"2015/6","MATH08066","Probability",1,65,"B","2.1","1d396732"
"2015/6","MATH08057","Introduction to Linear Algebra",1,67,"B","2.1","5a594eaf"
"2015/6","MATH08058","Calculus and its Applications",1,67,"B","2.1","5a594eaf"
"2015/6","MATH08059","Proofs and Problem Solving",1,59,"C","2.2","5a594eaf"
"2016/7","MATH08063","Several Variable Calculus and Differential Equations",1,62,"B","2.1","5a594eaf"
"2016/7","MATH08064","Fundamentals of Pure Mathematics",1,61,"B","2.1","5a594eaf"
"2016/7","MATH08065","Computing and Numerics",1,87,"A2","1st","5a594eaf"
"2016/7","MATH08067","Probability with Applications",1,55,"C","2.2","5a594eaf"
"2016/7","MATH08068","Facets of Mathematics",1,84,"A2","1st","5a594eaf"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,73,"A3","1st","9ae0dbe3"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,77,"A3","1st","9ae0dbe3"
"2013/4","MATH08057","Introduction to Linear Algebra",1,71,"A3","1st","28cd1bf1"
"2013/4","MATH08058","Calculus and its Applications",1,81,"A2","1st","28cd1bf1"
"2013/4","MATH08059","Proofs and Problem Solving",1,87,"A2","1st","28cd1bf1"
"2014/5","MATH08051","Statistics (Year 2)",1,52,"C","2.2","28cd1bf1"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,81,"A2","1st","28cd1bf1"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,68,"B","2.1","28cd1bf1"
"2014/5","MATH08066","Probability",1,69,"B","2.1","28cd1bf1"
"2013/4","PHYS08035","Mathematics for Physics 1",1,57,"C","2.2","c6540247"
"2013/4","PHYS08036","Mathematics for Physics 2",1,37,"E","Fail","c6540247"
"2013/4","PHYS08036","Mathematics for Physics 2",2,48,"D","3rd","c6540247"
"2014/5","MATH08057","Introduction to Linear Algebra",1,71,"A3","1st","2bf052e4"
"2014/5","MATH08058","Calculus and its Applications",1,88,"A2","1st","2bf052e4"
"2014/5","MATH08059","Proofs and Problem Solving",1,77,"A3","1st","2bf052e4"
"2014/5","PHYS08035","Mathematics for Physics 1",1,77,"A3","1st","2bf052e4"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,95,"A1","1st","2bf052e4"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,62,"B","2.1","2bf052e4"
"2015/6","MATH08065","Computing and Numerics",1,81,"A2","1st","2bf052e4"
"2015/6","MATH08067","Probability with Applications",1,66,"B","2.1","2bf052e4"
"2017/8","MATH08057","Introduction to Linear Algebra",1,78,"A3","1st","f7ef72e0"
"2017/8","MATH08058","Calculus and its Applications",1,63,"B","2.1","f7ef72e0"
"2017/8","MATH08059","Proofs and Problem Solving",1,59,"C","2.2","f7ef72e0"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,70,"A3","1st","b87cc160"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,65,"B","2.1","b87cc160"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,63,"B","2.1","a866e251"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,50,"C","2.2","a866e251"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,78,"A3","1st","a46638f"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,60,"B","2.1","a46638f"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,72,"A3","1st","2bce9001"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,45,"FF","FF","2bce9001"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",2,35,"E","Fail","2bce9001"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,35,"E","Fail","2bce9001"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",2,62,"B","2.1","2bce9001"
"2013/4","MATH08057","Introduction to Linear Algebra",1,27,"F","Fail","ddfa1256"
"2013/4","MATH08057","Introduction to Linear Algebra",2,44,"D","3rd","ddfa1256"
"2013/4","MATH08058","Calculus and its Applications",1,25,"F","Fail","ddfa1256"
"2013/4","MATH08058","Calculus and its Applications",2,44,"D","3rd","ddfa1256"
"2014/5","MATH08067","Probability with Applications",1,32,"E","Fail","ddfa1256"
"2014/5","MATH08067","Probability with Applications",2,38,"E","Fail","ddfa1256"
"2015/6","MATH08067","Probability with Applications",1,37,"E","Fail","ddfa1256"
"2013/4","PHYS08035","Mathematics for Physics 1",1,53,"C","2.2","cc5c848b"
"2013/4","PHYS08036","Mathematics for Physics 2",1,38,"E","Fail","cc5c848b"
"2013/4","PHYS08036","Mathematics for Physics 2",2,57,"C","2.2","cc5c848b"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,64,"B","2.1","e20cff3"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,67,"B","2.1","e20cff3"
"2013/4","MATH08057","Introduction to Linear Algebra",1,23,"F","Fail","f9c7a1f"
"2013/4","MATH08058","Calculus and its Applications",1,3,"H","Fail","f9c7a1f"
"2013/4","MATH08059","Proofs and Problem Solving",1,0,"AN","AN","f9c7a1f"
"2014/5","MATH08057","Introduction to Linear Algebra",1,59,"C","2.2","83d855f6"
"2014/5","MATH08058","Calculus and its Applications",1,55,"C","2.2","83d855f6"
"2014/5","MATH08059","Proofs and Problem Solving",1,43,"D","3rd","83d855f6"
"2015/6","MATH08051","Statistics (Year 2)",1,56,"C","2.2","83d855f6"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,61,"B","2.1","83d855f6"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,44,"D","3rd","83d855f6"
"2015/6","MATH08065","Computing and Numerics",1,58,"C","2.2","83d855f6"
"2015/6","MATH08066","Probability",1,48,"D","3rd","83d855f6"
"2015/6","MATH08068","Facets of Mathematics",1,43,"D","3rd","83d855f6"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,69,"B","2.1","7080494e"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,72,"A3","1st","7080494e"
"2013/4","MATH08057","Introduction to Linear Algebra",1,60,"B","2.1","12195ddc"
"2013/4","MATH08058","Calculus and its Applications",1,73,"A3","1st","12195ddc"
"2013/4","MATH08059","Proofs and Problem Solving",1,62,"B","2.1","12195ddc"
"2014/5","MATH08051","Statistics (Year 2)",1,62,"B","2.1","12195ddc"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,75,"A3","1st","12195ddc"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,69,"B","2.1","12195ddc"
"2014/5","MATH08065","Computing and Numerics",1,94,"A1","1st","12195ddc"
"2014/5","MATH08066","Probability",1,66,"B","2.1","12195ddc"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,81,"A2","1st","b340b7da"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,43,"D","3rd","b340b7da"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,59,"C","2.2","8471152d"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,52,"C","2.2","8471152d"
"2013/4","MATH08057","Introduction to Linear Algebra",1,65,"B","2.1","a73c3897"
"2013/4","MATH08058","Calculus and its Applications",1,61,"B","2.1","a73c3897"
"2013/4","MATH08059","Proofs and Problem Solving",1,61,"B","2.1","a73c3897"
"2014/5","MATH08051","Statistics (Year 2)",1,46,"D","3rd","a73c3897"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,67,"B","2.1","a73c3897"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,58,"C","2.2","a73c3897"
"2014/5","MATH08065","Computing and Numerics",1,85,"A2","1st","a73c3897"
"2014/5","MATH08066","Probability",1,40,"D","3rd","a73c3897"
"2014/5","MATH08068","Facets of Mathematics",1,74,"A3","1st","a73c3897"
"2013/4","MATH08057","Introduction to Linear Algebra",1,80,"A2","1st","6abb4cab"
"2013/4","MATH08058","Calculus and its Applications",1,62,"B","2.1","6abb4cab"
"2014/5","MATH08067","Probability with Applications",1,45,"D","3rd","6abb4cab"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,71,"A3","1st","ef2092cb"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,75,"A3","1st","ef2092cb"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,0,"AN","AN","df0ef798"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,0,"AN","AN","df0ef798"
"2013/4","MATH08057","Introduction to Linear Algebra",1,42,"D","3rd","19037261"
"2013/4","MATH08058","Calculus and its Applications",1,34,"E","Fail","19037261"
"2013/4","MATH08058","Calculus and its Applications",2,37,"E","Fail","19037261"
"2013/4","MATH08059","Proofs and Problem Solving",1,24,"F","Fail","19037261"
"2013/4","MATH08059","Proofs and Problem Solving",2,24,"F","Fail","19037261"
"2013/4","PHYS08035","Mathematics for Physics 1",1,32,"E","Fail","19037261"
"2013/4","PHYS08035","Mathematics for Physics 1",2,35,"E","Fail","19037261"
"2014/5","MATH08058","Calculus and its Applications",1,61,"B","2.1","19037261"
"2014/5","MATH08059","Proofs and Problem Solving",1,42,"D","3rd","19037261"
"2015/6","MATH08051","Statistics (Year 2)",1,34,"E","Fail","19037261"
"2015/6","MATH08051","Statistics (Year 2)",2,15,"G","Fail","19037261"
"2015/6","MATH08063","Several Variable Calculus and Differential Equations",1,46,"D","3rd","19037261"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",1,20,"F","Fail","19037261"
"2015/6","MATH08064","Fundamentals of Pure Mathematics",2,36,"E","Fail","19037261"
"2015/6","MATH08065","Computing and Numerics",1,32,"E","Fail","19037261"
"2015/6","MATH08065","Computing and Numerics",2,40,"D","3rd","19037261"
"2015/6","MATH08066","Probability",1,36,"E","Fail","19037261"
"2015/6","MATH08068","Facets of Mathematics",1,44,"D","3rd","19037261"
"2014/5","MATH08060","Mathematics for Science and Engineering 1a",1,58,"C","2.2","a9fc0eba"
"2014/5","MATH08061","Mathematics for Science and Engineering 1b",1,43,"D","3rd","a9fc0eba"
"2013/4","MATH08057","Introduction to Linear Algebra",1,38,"E","Fail","dac38cf5"
"2013/4","MATH08057","Introduction to Linear Algebra",2,43,"D","3rd","dac38cf5"
"2013/4","MATH08058","Calculus and its Applications",1,23,"F","Fail","dac38cf5"
"2013/4","MATH08058","Calculus and its Applications",2,40,"D","3rd","dac38cf5"
"2013/4","MATH08059","Proofs and Problem Solving",1,57,"C","2.2","dac38cf5"
"2017/8","MATH08051","Statistics (Year 2)",1,39,"E","Fail","dac38cf5"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,73,"A3","1st","dac38cf5"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,15,"G","Fail","dac38cf5"
"2017/8","MATH08066","Probability",1,70,"A3","1st","dac38cf5"
"2013/4","PHYS08035","Mathematics for Physics 1",1,72,"A3","1st","d51113a9"
"2013/4","PHYS08036","Mathematics for Physics 2",1,43,"D","3rd","d51113a9"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,77,"A3","1st","15a886e5"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,68,"B","2.1","15a886e5"
"2013/4","MATH08060","Mathematics for Science and Engineering 1a",1,72,"A3","1st","672bb146"
"2013/4","MATH08061","Mathematics for Science and Engineering 1b",1,76,"A3","1st","672bb146"
"2013/4","MATH08057","Introduction to Linear Algebra",1,54,"C","2.2","37591eb3"
"2013/4","MATH08058","Calculus and its Applications",1,67,"B","2.1","37591eb3"
"2014/5","MATH08067","Probability with Applications",1,58,"C","2.2","37591eb3"
"2013/4","PHYS08035","Mathematics for Physics 1",1,30,"E","Fail","56b961f9"
"2013/4","PHYS08036","Mathematics for Physics 2",1,22,"F","Fail","56b961f9"
"2013/4","PHYS08035","Mathematics for Physics 1",1,53,"C","2.2","36f2c9a2"
"2013/4","PHYS08036","Mathematics for Physics 2",1,40,"FF","FF","36f2c9a2"
"2013/4","PHYS08036","Mathematics for Physics 2",2,38,"E","Fail","36f2c9a2"
"2014/5","PHYS08036","Mathematics for Physics 2",1,51,"C","2.2","36f2c9a2"
"2013/4","MATH08058","Calculus and its Applications",1,73,"A3","1st","a1315642"
"2013/4","PHYS08035","Mathematics for Physics 1",1,70,"A3","1st","a1315642"
"2013/4","PHYS08036","Mathematics for Physics 2",1,52,"C","2.2","a1315642"
"2013/4","MATH08057","Introduction to Linear Algebra",1,68,"B","2.1","4d3ed1f0"
"2013/4","MATH08058","Calculus and its Applications",1,76,"A3","1st","4d3ed1f0"
"2013/4","MATH08059","Proofs and Problem Solving",1,72,"A3","1st","4d3ed1f0"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,80,"A2","1st","4d3ed1f0"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,63,"B","2.1","4d3ed1f0"
"2014/5","MATH08065","Computing and Numerics",1,87,"A2","1st","4d3ed1f0"
"2014/5","MATH08067","Probability with Applications",1,83,"A2","1st","4d3ed1f0"
"2014/5","MATH08068","Facets of Mathematics",1,90,"A1","1st","4d3ed1f0"
"2013/4","MATH08057","Introduction to Linear Algebra",1,44,"FF","FF","d565d34"
"2013/4","MATH08057","Introduction to Linear Algebra",2,55,"C","2.2","d565d34"
"2013/4","MATH08058","Calculus and its Applications",1,60,"B","2.1","d565d34"
"2013/4","MATH08059","Proofs and Problem Solving",1,66,"B","2.1","d565d34"
"2014/5","MATH08051","Statistics (Year 2)",1,58,"C","2.2","d565d34"
"2014/5","MATH08063","Several Variable Calculus and Differential Equations",1,82,"A2","1st","d565d34"
"2014/5","MATH08064","Fundamentals of Pure Mathematics",1,56,"C","2.2","d565d34"
"2014/5","MATH08065","Computing and Numerics",1,81,"A2","1st","d565d34"
